WORD,VALIDITY,TYPE,BLOCK,SUBBLOCK
driwer,non_word,english,A,2
dretorn,non_word,english,A,2
plaing,non_word,english,A,2
estory,non_word,english,A,2
vexmar,non_word,english,A,2
vhite,non_word,english,A,2
bildinge,non_word,english,A,2
pliff,non_word,english,A,2
istelf,non_word,english,A,2
parrut,non_word,english,A,2
truft,non_word,english,A,2
knoledge,non_word,english,A,2
reweise,non_word,english,A,2
prepident,non_word,english,A,2
blain,non_word,english,A,2
indsted,non_word,english,A,2
amage,non_word,english,A,2
argee,non_word,english,A,2
quiete,non_word,english,A,2
waks,non_word,english,A,2
twug,non_word,english,A,2
alung,non_word,english,A,2
scorven,non_word,english,A,2
stret,non_word,english,A,2
aucton,non_word,english,A,2
braff,non_word,english,A,2
nobetook,non_word,english,A,2
hystums,non_word,english,A,2
brindor,non_word,english,A,2
drint,non_word,english,A,2
smort,non_word,english,A,2
brimg,non_word,english,A,2
drouver,non_word,english,A,2
fone,non_word,english,A,2
mebers,non_word,english,A,2
titems,non_word,english,A,2
vintz,non_word,english,A,2
strufix,non_word,english,A,2
clorve,non_word,english,A,2
cemidal,non_word,english,A,2
snorf,non_word,english,A,2
luks,non_word,english,A,2
plestun,non_word,english,A,2
sduty,non_word,english,A,2
grumplet,non_word,english,A,2
shuld,non_word,english,A,2
geves,non_word,english,A,2
reatily,non_word,english,A,2
cantract,non_word,english,A,2
druvex,non_word,english,A,2
franx,non_word,english,A,2
avrage,non_word,english,A,2
sience,non_word,english,A,2
varieus,non_word,english,A,2
blumptor,non_word,english,A,2
takingg,non_word,english,A,2
rhows,non_word,english,A,2
takling,non_word,english,A,2
milone,non_word,english,A,2
flenvor,non_word,english,A,2
functune,non_word,english,A,2
subjekt,non_word,english,A,2
ceenter,non_word,english,A,2
komment,non_word,english,A,2
umbrela,non_word,english,A,2
smape,non_word,english,A,2
snerkle,non_word,english,A,2
kelling,non_word,english,A,2
brak,non_word,english,A,2
thrunge,non_word,english,A,2
perfet,non_word,english,A,2
frindol,non_word,english,A,2
nuite,non_word,english,A,2
hawing,non_word,english,A,2
flarve,non_word,english,A,2
parrts,non_word,english,A,2
chroft,non_word,english,A,2
musik,non_word,english,A,2
fount,non_word,english,A,2
flerm,non_word,english,A,2
cald,non_word,english,A,2
blarn,non_word,english,A,2
guass,non_word,english,A,2
huose,non_word,english,A,2
squimble,non_word,english,A,2
drantle,non_word,english,A,2
contrel,non_word,english,A,2
frond,non_word,english,A,2
fimal,non_word,english,A,2
laterr,non_word,english,A,2
nanes,non_word,english,A,2
बगल ,word,hindi,B,1
तरस ,word,hindi,B,1
भगत ,word,hindi,B,1
उलझ ,word,hindi,B,1
श्रम ,word,hindi,B,1
आदत ,word,hindi,B,1
कमर ,word,hindi,B,1
अवसर ,word,hindi,B,1
दलदल ,word,hindi,B,1
कलम ,word,hindi,B,1
चरण ,word,hindi,B,1
बारह ,word,hindi,B,1
सलाहकार ,word,hindi,B,1
प्रदान ,word,hindi,B,1
प्रतिदिन ,word,hindi,B,1
माफिया ,word,hindi,B,1
नागरिक ,word,hindi,B,1
तैयार ,word,hindi,B,1
चादर ,word,hindi,B,1
समर्थक ,word,hindi,B,1
गुलशन ,word,hindi,B,1
तालाब ,word,hindi,B,1
पार्वती ,word,hindi,B,1
अथवा ,word,hindi,B,1
अनंत ,word,hindi,B,1
झोपड़ी ,word,hindi,B,1
पाठक ,word,hindi,B,1
जनजाति ,word,hindi,B,1
जगतार ,word,hindi,B,1
हालात ,word,hindi,B,1
दौरान ,word,hindi,B,1
गरीबी ,word,hindi,B,1
विरोध ,word,hindi,B,1
समुदाय ,word,hindi,B,1
मौजूद ,word,hindi,B,1
नायक ,word,hindi,B,1
भाईचारा ,word,hindi,B,1
मासिक ,word,hindi,B,1
वार्षिक ,word,hindi,B,1
कार्यालय ,word,hindi,B,1
गौरतलब ,word,hindi,B,1
पसंद ,word,hindi,B,1
मिसाल ,word,hindi,B,1
अदालत ,word,hindi,B,1
सार्थक ,word,hindi,B,1
सुरक्षित ,word,hindi,B,1
बादल ,word,hindi,B,1
रुपए ,word,hindi,B,1
रक्त ,word,hindi,B,1
जलस्तर ,word,hindi,B,1
ध्वस्त ,word,hindi,B,1
अवश्य ,word,hindi,B,1
व्यस्त ,word,hindi,B,1
उपलक्ष्य ,word,hindi,B,1
स्वस्थ ,word,hindi,B,1
नष्ट ,word,hindi,B,1
समस्त ,word,hindi,B,1
लक्ष्मण ,word,hindi,B,1
अक्सर ,word,hindi,B,1
उत्पन्न ,word,hindi,B,1
पत्थर ,word,hindi,B,1
स्व ,word,hindi,B,1
दफ्तर ,word,hindi,B,1
स्वच्छ ,word,hindi,B,1
महत्व ,word,hindi,B,1
स्पष्ट ,word,hindi,B,1
सख्त ,word,hindi,B,1
जब्त ,word,hindi,B,1
जन्म ,word,hindi,B,1
वक्त ,word,hindi,B,1
मरम्मत ,word,hindi,B,1
खत्म ,word,hindi,B,1
आवश्यक ,word,hindi,B,1
अगस्त ,word,hindi,B,1
व्यक्त ,word,hindi,B,1
टक्कर ,word,hindi,B,1
उपलब्ध ,word,hindi,B,1
स्तर ,word,hindi,B,1
जल्द ,word,hindi,B,1
उक्त ,word,hindi,B,1
सदस्य ,word,hindi,B,1
अध्यक्ष ,word,hindi,B,1
अन्य ,word,hindi,B,1
जागृति ,word,hindi,B,1
प्रदेश ,word,hindi,B,1
परिजन ,word,hindi,B,1
देवर ,word,hindi,B,1
चाहिए ,word,hindi,B,1
शीतल ,word,hindi,B,1
आतंकवाद ,word,hindi,B,1
अंधेरे ,word,hindi,B,1
बातचीत ,word,hindi,B,1
दैनिक ,word,hindi,B,1
मंजूर ,word,hindi,B,1
कंबल ,word,hindi,B,1
शरीर ,word,hindi,B,1
सवार ,word,hindi,B,1
शिकार ,word,hindi,B,1
शासन ,word,hindi,B,1
बाहर ,word,hindi,B,1
सबके ,word,hindi,B,1
वाहन ,word,hindi,B,1
प्रतिवर्ष ,word,hindi,B,1
नाराजगी ,word,hindi,B,1
हवाई ,word,hindi,B,1
मुहैया ,word,hindi,B,1
नगरी ,word,hindi,B,1
लिखित ,word,hindi,B,1
राहत ,word,hindi,B,1
निबंध ,word,hindi,B,1
कैलाश ,word,hindi,B,1
चालक ,word,hindi,B,1
हमने ,word,hindi,B,1
आंकड़ा ,word,hindi,B,1
निकेतन ,word,hindi,B,1
प्रमाण ,word,hindi,B,1
तुलसी ,word,hindi,B,1
महानगर ,word,hindi,B,1
एकजुट ,word,hindi,B,1
कहर ,word,hindi,B,1
वचन ,word,hindi,B,1
शरण ,word,hindi,B,1
मतलब ,word,hindi,B,1
भगदड़ ,word,hindi,B,1
महज ,word,hindi,B,1
कलश ,word,hindi,B,1
लटक ,word,hindi,B,1
अबतक ,word,hindi,B,1
अलग ,word,hindi,B,1
लथपथ ,word,hindi,B,1
अभय ,word,hindi,B,1
नगद ,word,hindi,B,1
गठन ,word,hindi,B,1
नजर ,word,hindi,B,1
अमर ,word,hindi,B,1
एकल ,word,hindi,B,1
मटर ,word,hindi,B,1
पहन ,word,hindi,B,1
कमल ,word,hindi,B,1
उदय ,word,hindi,B,1
कदर ,word,hindi,B,1
मदद ,word,hindi,B,1
असफल ,word,hindi,B,1
हरकत ,word,hindi,B,1
पहल ,word,hindi,B,1
दरअसल ,word,hindi,B,1
उमस ,word,hindi,B,1
बचत ,word,hindi,B,1
आरक्षण ,word,hindi,B,1
वतन ,word,hindi,B,1
बजकर ,word,hindi,B,1
आदर ,word,hindi,B,1
तरह ,word,hindi,B,1
फसल ,word,hindi,B,1
महल ,word,hindi,B,1
भड़क ,word,hindi,B,1
सदन ,word,hindi,B,1
चन्द ,word,hindi,B,1
अन्न ,word,hindi,B,1
जख्म ,word,hindi,B,1
शक्ल ,word,hindi,B,1
उन्नत ,word,hindi,B,1
कष्ट ,word,hindi,B,1
रहस्यमय ,word,hindi,B,1
तख्त ,word,hindi,B,1
मक्खन ,word,hindi,B,1
आनन्द ,word,hindi,B,1
दस्त ,word,hindi,B,1
उच्चतर ,word,hindi,B,1
मध्यम ,word,hindi,B,1
अस्त ,word,hindi,B,1
उज्जवल ,word,hindi,B,1
ध्वज ,word,hindi,B,1
कत्ल ,word,hindi,B,1
छप्पर ,word,hindi,B,1
शख्स ,word,hindi,B,1
स्वर ,word,hindi,B,1
तथ्य ,word,hindi,B,1
खण्ड ,word,hindi,B,1
मच्छर ,word,hindi,B,1
रस्म ,word,hindi,B,1
रद्द ,word,hindi,B,1
वस्त्र ,word,hindi,B,1
सशक्त ,word,hindi,B,1
दस्तक ,word,hindi,B,1
तत्व ,word,hindi,B,1
जबरदस्त ,word,hindi,B,1
जश्न ,word,hindi,B,1
सम्भल ,word,hindi,B,1
अध्ययन ,word,hindi,B,1
वजह ,word,hindi,B,1
अनशन ,word,hindi,B,1
आगमन ,word,hindi,B,1
जबरन ,word,hindi,B,1
तलब ,word,hindi,B,1
रहकर ,word,hindi,B,1
दहन ,word,hindi,B,1
कसर ,word,hindi,B,1
रक्षक ,word,hindi,B,1
हलचल ,word,hindi,B,1
दहशत ,word,hindi,B,1
महक ,word,hindi,B,1
अवगत ,word,hindi,B,1
उसपर ,word,hindi,B,1
पठन ,word,hindi,B,1
नयन ,word,hindi,B,1
सहमत ,word,hindi,B,1
आजकल ,word,hindi,B,1
दशक ,word,hindi,B,1
सहज ,word,hindi,B,1
एकत्र ,word,hindi,B,1
सहन ,word,hindi,B,1
पदक ,word,hindi,B,1
गरम ,word,hindi,B,1
बदलकर ,word,hindi,B,1
उपकरण ,word,hindi,B,1
आचरण ,word,hindi,B,1
पकड़ ,word,hindi,B,1
लहर ,word,hindi,B,1
असर ,word,hindi,B,1
खपत ,word,hindi,B,1
आपस ,word,hindi,B,1
अटल ,word,hindi,B,1
नहर ,word,hindi,B,1
अगर ,word,hindi,B,1
आयकर ,word,hindi,B,1
समक्ष ,word,hindi,B,1
सरल ,word,hindi,B,1
परम ,word,hindi,B,1
बहस ,word,hindi,B,1
गायक ,word,hindi,B,1
अनेक ,word,hindi,B,1
बलिदान ,word,hindi,B,1
धूमधाम ,word,hindi,B,1
ग्राहक ,word,hindi,B,1
निराकरण ,word,hindi,B,1
बर्बादी ,word,hindi,B,1
प्रेरणा ,word,hindi,B,1
चालान ,word,hindi,B,1
खोकर ,word,hindi,B,1
तहसील ,word,hindi,B,1
नजारा ,word,hindi,B,1
वापस ,word,hindi,B,1
आर्थिक ,word,hindi,B,1
प्रहार ,word,hindi,B,1
दोबारा ,word,hindi,B,1
अपहृत ,word,hindi,B,1
मशीन ,word,hindi,B,1
पहले ,word,hindi,B,1
आवारा ,word,hindi,B,1
हिरासत ,word,hindi,B,1
ऊंचाई ,word,hindi,B,1
महीना ,word,hindi,B,1
शरारती ,word,hindi,B,1
रणनीति ,word,hindi,B,1
मजबूती ,word,hindi,B,1
कपूर ,word,hindi,B,1
निगम ,word,hindi,B,1
विवादित ,word,hindi,B,1
किनारे ,word,hindi,B,1
छापेमारी ,word,hindi,B,1
हंगामा ,word,hindi,B,1
कराया ,word,hindi,B,1
तीसरा ,word,hindi,B,1
सहायता ,word,hindi,B,1
गवाही ,word,hindi,B,1
साजिश ,word,hindi,B,1
अपनी ,word,hindi,B,1
अभाव ,word,hindi,B,1
बन्धक ,word,hindi,B,1
असभ्य ,word,hindi,B,1
अक्ल ,word,hindi,B,1
आलस्य ,word,hindi,B,1
मस्तक ,word,hindi,B,1
दण्ड ,word,hindi,B,1
भस्म ,word,hindi,B,1
खच्चर ,word,hindi,B,1
वयस्क ,word,hindi,B,1
अन्तर ,word,hindi,B,1
कत्थक ,word,hindi,B,1
स्तन ,word,hindi,B,1
असत्य ,word,hindi,B,1
अन्त ,word,hindi,B,1
हस्त ,word,hindi,B,1
लक्कड़ ,word,hindi,B,1
दस्तखत ,word,hindi,B,1
नब्ज ,word,hindi,B,1
मगरमच्छ ,word,hindi,B,1
पस्त ,word,hindi,B,1
छप्पन ,word,hindi,B,1
अपशब्द ,word,hindi,B,1
धन्य ,word,hindi,B,1
भक्तजन ,word,hindi,B,1
सभ्य ,word,hindi,B,1
समयबद्ध ,word,hindi,B,1
वचनबद्ध ,word,hindi,B,1
नतमस्तक ,word,hindi,B,1
वल्लभ ,word,hindi,B,1
अल्प ,word,hindi,B,1
बन्द ,word,hindi,B,1
उच्चतम ,word,hindi,B,1
इज्जत ,word,hindi,B,1
मस्त ,word,hindi,B,1
अखवर,non_word,hindi,B,2
अटवर,non_word,hindi,B,2
अपव,non_word,hindi,B,2
अमरल,non_word,hindi,B,2
अवगतन,non_word,hindi,B,2
अशल,non_word,hindi,B,2
आघमन,non_word,hindi,B,2
आदस,non_word,hindi,B,2
आरकण,non_word,hindi,B,2
आरक्ष,non_word,hindi,B,2
इधम,non_word,hindi,B,2
उगर,non_word,hindi,B,2
उठखर,non_word,hindi,B,2
उठर,non_word,hindi,B,2
उतरक,non_word,hindi,B,2
उनड़,non_word,hindi,B,2
उपक,non_word,hindi,B,2
उपहल,non_word,hindi,B,2
उमठ,non_word,hindi,B,2
कदरल,non_word,hindi,B,2
कमम,non_word,hindi,B,2
कसण,non_word,hindi,B,2
कसरन,non_word,hindi,B,2
खबरल,non_word,hindi,B,2
खबल,non_word,hindi,B,2
गगनल,non_word,hindi,B,2
गहण,non_word,hindi,B,2
घटन,non_word,hindi,B,2
घलक,non_word,hindi,B,2
चमकल,non_word,hindi,B,2
अंदेरे,non_word,hindi,B,2
अमिल,non_word,hindi,B,2
अवाव,non_word,hindi,B,2
अवैल,non_word,hindi,B,2
आदमि,non_word,hindi,B,2
आदमे,non_word,hindi,B,2
आपणी,non_word,hindi,B,2
आरकल,non_word,hindi,B,2
आर्थीक,non_word,hindi,B,2
आवार,non_word,hindi,B,2
इंसाण,non_word,hindi,B,2
उपमंदल,non_word,hindi,B,2
करोण,non_word,hindi,B,2
कारिल्य,non_word,hindi,B,2
कुपूर,non_word,hindi,B,2
खबकी,non_word,hindi,B,2
खलाफ,non_word,hindi,B,2
खोकरा,non_word,hindi,B,2
गरबी,non_word,hindi,B,2
गायोक,non_word,hindi,B,2
चदार,non_word,hindi,B,2
चहला,non_word,hindi,B,2
चातर,non_word,hindi,B,2
तालब,non_word,hindi,B,2
अक्क्षण,non_word,hindi,B,2
अक्शर,non_word,hindi,B,2
अच्ल,non_word,hindi,B,2
अध्यक्षर,non_word,hindi,B,2
अन्कय,non_word,hindi,B,2
अन्क्षण,non_word,hindi,B,2
अन्टय,non_word,hindi,B,2
अन्द,non_word,hindi,B,2
अरम्भ,non_word,hindi,B,2
अल्क्षण,non_word,hindi,B,2
अल्य,non_word,hindi,B,2
अस्षर,non_word,hindi,B,2
आत्मल,non_word,hindi,B,2
आवश्क,non_word,hindi,B,2
आश्व्स,non_word,hindi,B,2
इश्क्क,non_word,hindi,B,2
उच्छ,non_word,hindi,B,2
उज्झवल,non_word,hindi,B,2
उत्थर,non_word,hindi,B,2
उत्‍पन,non_word,hindi,B,2
उपलब्द,non_word,hindi,B,2
एकल्व,non_word,hindi,B,2
कक्कद,non_word,hindi,B,2
कच्छर,non_word,hindi,B,2
कण्ड,non_word,hindi,B,2
कब्म,non_word,hindi,B,2
क्मल,non_word,hindi,B,2
क्यल,non_word,hindi,B,2
क्लल,non_word,hindi,B,2
खच्छर,non_word,hindi,B,2
ख्पर,non_word,hindi,B,2
चन्‍ध,non_word,hindi,B,2
च्वल,non_word,hindi,B,2
जण्म,non_word,hindi,B,2
महागर,non_word,hindi,B,2
महीज,non_word,hindi,B,2
मानदया,non_word,hindi,B,2
माहिना,non_word,hindi,B,2
मिटन,non_word,hindi,B,2
मौझद,non_word,hindi,B,2
मौदूद,non_word,hindi,B,2
रणनीथी,non_word,hindi,B,2
लचीक,non_word,hindi,B,2
लिखट,non_word,hindi,B,2
वसुन,non_word,hindi,B,2
वारषिक,non_word,hindi,B,2
विकक्ष,non_word,hindi,B,2
विचाह,non_word,hindi,B,2
शकीर,non_word,hindi,B,2
शरही,non_word,hindi,B,2
शहीर,non_word,hindi,B,2
शासान,non_word,hindi,B,2
शिवार,non_word,hindi,B,2
शीटल,non_word,hindi,B,2
सबूल,non_word,hindi,B,2
समदाय,non_word,hindi,B,2
समूर,non_word,hindi,B,2
सरीव,non_word,hindi,B,2
सहायटा,non_word,hindi,B,2
साजाश,non_word,hindi,B,2
हरकरी,non_word,hindi,B,2
हवायि,non_word,hindi,B,2
हिरास,non_word,hindi,B,2
भरकन,non_word,hindi,B,2
मकलब,non_word,hindi,B,2
मकसल,non_word,hindi,B,2
मतलम,non_word,hindi,B,2
महकल,non_word,hindi,B,2
रहक,non_word,hindi,B,2
रहनर,non_word,hindi,B,2
रहल,non_word,hindi,B,2
लक्षल,non_word,hindi,B,2
लटकल,non_word,hindi,B,2
लदपत,non_word,hindi,B,2
वजनल,non_word,hindi,B,2
सगहन,non_word,hindi,B,2
सघल,non_word,hindi,B,2
सजक,non_word,hindi,B,2
सजद,non_word,hindi,B,2
सजर,non_word,hindi,B,2
सडन,non_word,hindi,B,2
सतयक,non_word,hindi,B,2
सफरल,non_word,hindi,B,2
सफलन,non_word,hindi,B,2
सरख,non_word,hindi,B,2
सरमत,non_word,hindi,B,2
सरलन,non_word,hindi,B,2
सरहर,non_word,hindi,B,2
सहट,non_word,hindi,B,2
हटकन,non_word,hindi,B,2
हड़कर,non_word,hindi,B,2
हरकतन,non_word,hindi,B,2
हरकल,non_word,hindi,B,2
हवण,non_word,hindi,B,2
मक्कन,non_word,hindi,B,2
मस्कत,non_word,hindi,B,2
रक्‍ठ,non_word,hindi,B,2
रत्क,non_word,hindi,B,2
रहस्स्य,non_word,hindi,B,2
लक्टण,non_word,hindi,B,2
लक्श्य,non_word,hindi,B,2
लक्ष्म,non_word,hindi,B,2
व्यक्तन,non_word,hindi,B,2
शब्ध,non_word,hindi,B,2
श्क्कर,non_word,hindi,B,2
सज्जण,non_word,hindi,B,2
सभ्यन,non_word,hindi,B,2
समस्थक,non_word,hindi,B,2
सम्भक,non_word,hindi,B,2
सम्भर,non_word,hindi,B,2
सम्भलर,non_word,hindi,B,2
स्‍टन,non_word,hindi,B,2
स्तार,non_word,hindi,B,2
स्थन,non_word,hindi,B,2
स्पट,non_word,hindi,B,2
स्पस्ट,non_word,hindi,B,2
स्मरन,non_word,hindi,B,2
स्वच्च,non_word,hindi,B,2
स्वत,non_word,hindi,B,2
स्वस्ठ,non_word,hindi,B,2
स्वस्त,non_word,hindi,B,2
स्वार,non_word,hindi,B,2
चेयन,non_word,hindi,B,2
जगद,non_word,hindi,B,2
तलक,non_word,hindi,B,2
तलबल,non_word,hindi,B,2
दमकलन,non_word,hindi,B,2
दमल,non_word,hindi,B,2
दरशल,non_word,hindi,B,2
दहकत,non_word,hindi,B,2
दहभत,non_word,hindi,B,2
नकड,non_word,hindi,B,2
नकदत,non_word,hindi,B,2
नगड़,non_word,hindi,B,2
नफदत,non_word,hindi,B,2
नमकल,non_word,hindi,B,2
नमल,non_word,hindi,B,2
नयनत,non_word,hindi,B,2
नवन,non_word,hindi,B,2
नहन,non_word,hindi,B,2
पडक,non_word,hindi,B,2
पदकम,non_word,hindi,B,2
पनक,non_word,hindi,B,2
परमव,non_word,hindi,B,2
पलकल,non_word,hindi,B,2
पलन,non_word,hindi,B,2
पलम,non_word,hindi,B,2
पहक,non_word,hindi,B,2
पहत,non_word,hindi,B,2
बचतल,non_word,hindi,B,2
बचपल,non_word,hindi,B,2
बजल,non_word,hindi,B,2
बदडर,non_word,hindi,B,2
बनक,non_word,hindi,B,2
बहपर,non_word,hindi,B,2
भगतम,non_word,hindi,B,2
भगदन,non_word,hindi,B,2
भजल,non_word,hindi,B,2
भड़कन,non_word,hindi,B,2
भरक,non_word,hindi,B,2
तैया,non_word,hindi,B,2
दोस,non_word,hindi,B,2
धेज,non_word,hindi,B,2
नजरा,non_word,hindi,B,2
नशीरा,non_word,hindi,B,2
नसीत,non_word,hindi,B,2
नायकु,non_word,hindi,B,2
नायरी,non_word,hindi,B,2
निशाम,non_word,hindi,B,2
नेतल,non_word,hindi,B,2
पंर्वती,non_word,hindi,B,2
परवा,non_word,hindi,B,2
परिजिन,non_word,hindi,B,2
पहलै,non_word,hindi,B,2
पूर्ष,non_word,hindi,B,2
प्रमुश,non_word,hindi,B,2
प्रेरय,non_word,hindi,B,2
बकापन,non_word,hindi,B,2
बजदूर,non_word,hindi,B,2
बर्बाधी,non_word,hindi,B,2
बादगी,non_word,hindi,B,2
बाहीर,non_word,hindi,B,2
बिकर,non_word,hindi,B,2
भतीक,non_word,hindi,B,2
भेकता,non_word,hindi,B,2
मंजल,non_word,hindi,B,2
मधुपब,non_word,hindi,B,2
जस्त,non_word,hindi,B,2
झख्म,non_word,hindi,B,2
टक्कन,non_word,hindi,B,2
ठक्‍त,non_word,hindi,B,2
ठप्पर,non_word,hindi,B,2
ढक्कल,non_word,hindi,B,2
तत्य,non_word,hindi,B,2
तव्त,non_word,hindi,B,2
त्कल,non_word,hindi,B,2
थप्पल,non_word,hindi,B,2
दण्ट,non_word,hindi,B,2
दन्ष,non_word,hindi,B,2
दम्कर,non_word,hindi,B,2
दस्क,non_word,hindi,B,2
दस्‍ठ,non_word,hindi,B,2
दस्तकठ,non_word,hindi,B,2
दस्तकन,non_word,hindi,B,2
ध्वझ,non_word,hindi,B,2
ध्वश्त,non_word,hindi,B,2
नष्टा,non_word,hindi,B,2
नष्ठ,non_word,hindi,B,2
पत्क,non_word,hindi,B,2
प्ठन,non_word,hindi,B,2
फ्वल,non_word,hindi,B,2
बन्दहक,non_word,hindi,B,2
ब्वल,non_word,hindi,B,2
भक्क,non_word,hindi,B,2
watch,word,english,C,1
press,word,english,C,1
sources,word,english,C,1
freedom,word,english,C,1
product,word,english,C,1
generally,word,english,C,1
seems,word,english,C,1
clone,word,english,C,1
words,word,english,C,1
articles,word,english,C,1
outside,word,english,C,1
become,word,english,C,1
project,word,english,C,1
following,word,english,C,1
